iter	MAPE
371	0.002852777883
372	0.002852428656
373	0.002852314803
374	0.002852039192
375	0.002851927863
376	0.002851731684
377	0.002851600905
378	0.002851486396
379	0.002850937387
380	0.002850759532
381	0.00285067824
382	0.002850507774
383	0.002850255919
384	0.002850178758
385	0.002849768756
386	0.002849552688
387	0.002848872559
388	0.002848518586
389	0.002848235368
390	0.002847796926
391	0.00284699491
392	0.002846932726
393	0.002846677954
394	0.002846484935
395	0.002846303797
396	0.002846231425
397	0.002846151444
398	0.002845773336
399	0.002845695459
400	0.002845171535
401	0.002845075764
402	0.002844748958
403	0.002844624277
404	0.002844538448
405	0.002844183514
406	0.002843917698
407	0.00284378494
408	0.002843373202
409	0.002843293016
410	0.002843260994
411	0.002843113115
412	0.002842966228
413	0.002842704022
414	0.002842658291
415	0.002842559996
416	0.002842465115
417	0.002842331753
418	0.002842024576
419	0.002841431445
420	0.002841319662
421	0.002840964035
422	0.002840875735
423	0.002840637853
424	0.002840531418
425	0.002840407907
426	0.002840221354
427	0.002840080557
428	0.002839922114
429	0.002839890954
430	0.00283978764
431	0.002839602267
432	0.002838975686
433	0.002838891708
434	0.002838635719
435	0.002838472699
436	0.002838336769
437	0.002838223518
438	0.002837998604
439	0.00283767566
440	0.002837585362
441	0.002837163651
442	0.002836986037
443	0.002836761188
444	0.002836640962
445	0.002836490707
446	0.00283617574
447	0.002835503116
448	0.002835292847
449	0.002835145498
450	0.002835129333
451	0.002835026922
452	0.002834780655
453	0.002834645455
454	0.002834503528
455	0.0028344124
456	0.002834341422
457	0.00283418223
458	0.002834064451
459	0.002833924594
460	0.002833701419
461	0.002833594942
462	0.002833265264
463	0.002833045215
464	0.002832658768
465	0.002832443103
466	0.002832286501
467	0.002832002576
468	0.002831940462
469	0.002831876415
470	0.002831679992
471	0.002831523471
472	0.002831238932
473	0.002831049108
474	0.002830768696
475	0.002830477328
476	0.002830273657
477	0.002830061844
478	0.002829822956
479	0.002829743562
480	0.002829585177
481	0.00282926619
482	0.002829027859
483	0.002828890685
484	0.002828507676
485	0.002828330374
486	0.002828150107
487	0.002827691928
488	0.00282758093
489	0.002827408002
490	0.00282729292
491	0.002827051228
492	0.00282691933
493	0.002826783262
494	0.002826693555
495	0.002826553961
496	0.002826408701
497	0.002826069858
498	0.002826012139
499	0.002825869265
500	0.002825755258
501	0.002825570527
502	0.002825450129
503	0.002825389759
504	0.002825237686
505	0.002825026726
506	0.002824823124
507	0.002824698959
508	0.002824483799
509	0.002824294243
510	0.002824209852
511	0.002824121464
512	0.002823678164
513	0.002823624777
514	0.002823510567
515	0.002823431609
516	0.002823355446
517	0.002823269489
518	0.002823117921
519	0.002822961314
520	0.002822895812
521	0.002822756915
522	0.002822655777
523	0.002822565519
524	0.002822403322
525	0.002822270462
526	0.002822148947
527	0.002821905169
528	0.002821661333
529	0.002821402416
530	0.00282109331
531	0.002820962256
532	0.002820792628
533	0.002820731175
534	0.002820563062
535	0.002820448399
536	0.002820280488
537	0.002820085482
538	0.002820026283
539	0.002819913491
540	0.002819808647
541	0.002819469141
542	0.002819325093
543	0.002819221324
544	0.002819117517
545	0.002818995232
546	0.002818840044
547	0.002818601883
548	0.002818403032
549	0.002818295496
550	0.002818167654
551	0.002817632026
552	0.002817566019
553	0.002817288927
554	0.002817239929
555	0.002817152258
556	0.002817080224
557	0.002816780887
558	0.002816600467
559	0.002816469746
560	0.002816305408
561	0.002816211041
562	0.002816120253
563	0.002816059141
564	0.002815738657
565	0.002815616887
566	0.002815445873
567	0.002815342515
568	0.00281527038
569	0.002815049715
570	0.002814960082
571	0.002814658411
572	0.00281439619
573	0.002814348598
574	0.002814220346
575	0.002814110725
576	0.002813918091
577	0.002813871458
578	0.002813769395
579	0.002813660285
580	0.002813606208
581	0.002813424063
582	0.002813283319
583	0.00281320216
584	0.002813067736
585	0.002812942419
586	0.002812819637
587	0.002812667105
588	0.002812541636
589	0.002812447028
590	0.002812388748
591	0.002812245389
592	0.002812193776
593	0.002812062182
594	0.002811953767
595	0.002811825013
596	0.00281167867
597	0.002811577372
598	0.002811535465
599	0.002811336502
600	0.002811089352
601	0.002811002259
602	0.002810907629
603	0.002810617471
604	0.002810516539
605	0.002810400606
606	0.002810321879
607	0.002810185421
608	0.002810061323
609	0.002809880839
610	0.002809719179
611	0.002809663846
612	0.002809546617
613	0.002809453082
614	0.002809404214
615	0.002809292101
616	0.002809154142
617	0.002809036414
618	0.002808991668
619	0.002808832399
620	0.002808752966
621	0.002808648192
622	0.00280849987
623	0.002808402047
624	0.002808336116
625	0.002808212417
626	0.002808108635
627	0.002807799943
628	0.002807758598
629	0.002807599499
630	0.002807459367
631	0.002807283503
632	0.00280726922
633	0.00280717226
634	0.002807039364
635	0.002806932184
636	0.00280682879
637	0.002806676769
638	0.002806325224
639	0.002806138486
640	0.002805818359
641	0.002805754422
642	0.002805700373
643	0.002805600665
644	0.002805338644
645	0.002805156288
646	0.002805107423
647	0.002804734553
648	0.002804558795
649	0.002804282371
650	0.002804070243
651	0.002803829684
652	0.002803741783
653	0.002803662408
654	0.00280347956
655	0.002803427322
656	0.002803343321
657	0.002803137619
658	0.002803013337
659	0.002802824838
660	0.002802596661
661	0.002802515393
662	0.002802386646
663	0.002802289812
664	0.002802228794
665	0.00280213764
666	0.002802005545
667	0.002801930588
668	0.002801817781
669	0.002801681344
670	0.002801556842
671	0.002801128385
672	0.002801075614
673	0.002800888254
674	0.002800812039
675	0.002800638719
676	0.002800427893
677	0.002800169306
678	0.002800053534
679	0.002799892031
680	0.002799786251
681	0.002799717536
682	0.00279960467
683	0.002799517273
684	0.002799185439
685	0.002798939213
686	0.002798745713
687	0.00279830529
688	0.002798139632
689	0.002798031995
690	0.00279795992
691	0.002797853968
692	0.002797793154
693	0.002797676068
694	0.002797565548
695	0.002797402405
696	0.002797259165
697	0.002797171973
698	0.002797021767
699	0.002796944453
700	0.002796893007
701	0.002796432866
702	0.0027963634
703	0.002796267928
704	0.002796136378
705	0.002796028207
706	0.002795901655
707	0.002795800673
708	0.002795676968
709	0.00279550124
710	0.002795261416
711	0.002794613779
712	0.002794564328
713	0.002794361466
714	0.002794282844
715	0.002794114913
716	0.002794023631
717	0.002793908309
718	0.002793540921
719	0.002793461181
720	0.002793369108
721	0.002793333829
722	0.002793248028
723	0.002793053775
724	0.002792991097
725	0.002792864963
726	0.002792791464
727	0.002792691493
728	0.002792515327
729	0.002792285541
730	0.002792028098
731	0.002791962803
732	0.00279186672
733	0.00279178187
734	0.00279163083
735	0.002791538608
736	0.002791320009
737	0.002791220898
738	0.00279117783
739	0.002791044322
740	0.002790830729
741	0.002790744054
742	0.002790512576
743	0.00279016117
744	0.002789985596
745	0.002789792668
746	0.002789617908
747	0.002789055845
748	0.002788871614
749	0.002788780299
750	0.002788692675
751	0.002788614337
752	0.002788540406
753	0.002788399607
754	0.0027882975
755	0.002788088951
756	0.002787922972
757	0.00278729493
758	0.002787128455
759	0.002786987641
760	0.002786835246
761	0.002786735522
762	0.002786528197
763	0.002786415699
764	0.002786170083
765	0.002786007482
766	0.002785796139
767	0.002785700913
768	0.002785590688
769	0.002785362191
770	0.002785053843
771	0.002785008165
772	0.002784880086
773	0.002784666875
774	0.002784355864
775	0.002784119202
776	0.002783963359
777	0.002783877767
778	0.002783781609
779	0.002783613023
780	0.002783501711
781	0.002783463728
782	0.002783260322
783	0.002783165777
784	0.002783093316
785	0.002782966334
786	0.002782887749
787	0.002782836456
788	0.002782784366
789	0.002782469296
790	0.002782390492
791	0.002782114462
792	0.002781943659
793	0.002781831492
794	0.002781660811
795	0.002781583107
796	0.002781279722
797	0.002781149483
798	0.002780993459
799	0.002780898368
800	0.002780716985
801	0.002780598738
802	0.002780363562
803	0.002780217836
804	0.00278011717
805	0.002779964522
806	0.002779877856
807	0.002779741621
808	0.002779569306
809	0.002779539305
810	0.002779391822
811	0.002779304424
812	0.002779256993
813	0.0027791823
814	0.002779118767
815	0.002779051745
816	0.002778976058
817	0.002778794493
818	0.002778728087
819	0.002778640079
820	0.002778462864
821	0.002778402241
822	0.002778302697
823	0.002778180477
824	0.002778091459
825	0.002777986444
826	0.002777857219
827	0.0027777601
828	0.002777694377
829	0.002777640707
830	0.002777519246
831	0.002777102392
832	0.00277705439
833	0.002776575721
834	0.002776507436
835	0.002776436866
836	0.002776295327
837	0.002776236915
838	0.002776115019
839	0.002775913006
840	0.002775849036
841	0.002775748303
842	0.002775640286
843	0.002775515199
844	0.002775439856
845	0.002775344122
846	0.002775180508
847	0.002775124863
848	0.00277480393
849	0.002774689199
850	0.0027745918
851	0.002774436469
852	0.002774272215
853	0.00277419507
854	0.002774136544
855	0.002774034662
856	0.002773922732
857	0.002773865931
858	0.002773743687
859	0.002773642965
860	0.002773584601
861	0.002773478322
862	0.00277330323
863	0.002773239495
864	0.002773191615
865	0.002773004731
866	0.002772896382
867	0.002772760739
868	0.00277262391
869	0.00277249281
870	0.002772450734
871	0.002772423846
872	0.002772293277
873	0.002771941825
874	0.002771780215
875	0.002771724323
876	0.002771675761
877	0.002771593534
878	0.002771504814
879	0.002771456433
880	0.002771315162
881	0.002771210455
882	0.002771176729
883	0.002770907835
884	0.002770859182
885	0.002770771006
886	0.002770615129
887	0.002770550661
888	0.002770448285
889	0.002769868917
890	0.002769745909
891	0.002769686343
892	0.002769572322
893	0.002769425914
894	0.002769361569
895	0.002769141413
896	0.002769104976
897	0.002769058781
898	0.002768986334
899	0.002768903724
900	0.002768796955
901	0.002768741821
902	0.002768595514
903	0.002768443697
904	0.002768361354
905	0.002768338754
906	0.002768263195
907	0.002768188787
908	0.002767650646
909	0.002767532536
910	0.002767473814
911	0.002767362863
912	0.002767284465
913	0.002767126697
914	0.002767008742
915	0.002766913915
916	0.002766779372
917	0.002766544842
918	0.002766447386
919	0.002766264578
920	0.002766119128
921	0.002766050132
922	0.002765936648
923	0.002765511832
924	0.00276545377
925	0.002765392158
926	0.002765239136
927	0.002765101585
928	0.002765047373
929	0.002764950828
930	0.002764852166
931	0.002764777391
932	0.002764598017
933	0.002764543979
934	0.002764482705
935	0.002764170519
936	0.002763840026
937	0.002763654752
938	0.002763568411
939	0.002763489048
940	0.002763255345
941	0.002763192932
942	0.002763092396
943	0.002763019846
944	0.002762922741
945	0.002762827829
946	0.002762733969
947	0.002762619316
948	0.002762585323
949	0.002762465886
950	0.002762401217
951	0.002762339889
952	0.00276214887
953	0.002762081533
954	0.002761992759
955	0.002761839481
956	0.002761778655
957	0.002761747378
958	0.002761660152
959	0.002761333006
960	0.002761276987
961	0.002761183922
962	0.002761135027
963	0.002760867
964	0.002760835781
965	0.002760691742
966	0.002760586067
967	0.002760428225
968	0.002760372603
969	0.002760261391
970	0.002760169498
971	0.0027600941
972	0.002760042422
973	0.002759880173
974	0.00275977094
975	0.002759648927
976	0.002759564543
977	0.002759498987
978	0.0027594443
979	0.002759355757
980	0.002759255649
981	0.002759243391
982	0.002759134474
983	0.002759035853
984	0.002758820223
985	0.002758752183
986	0.002758682842
987	0.002758550876
988	0.002758471051
989	0.002758360744
990	0.002758231001
991	0.002758181965
992	0.002758080481
993	0.002758025297
994	0.002757988543
995	0.002757916807
996	0.002757796072
997	0.002757693534
998	0.00275765189
999	0.00275763964
1000	0.00275750977
1001	0.002757356087
1002	0.002757293343
1003	0.002757222037
1004	0.00275713989
1005	0.002756922262
1006	0.002756852879
1007	0.002756694646
1008	0.002756526302
1009	0.002756324437
1010	0.002756198121
1011	0.002756069159
1012	0.002755986303
1013	0.00275585059
1014	0.002755750729
1015	0.002755687766
1016	0.002755626314
1017	0.002755452394
1018	0.002755376132
1019	0.002754925381
1020	0.002754782642
1021	0.002754564858
1022	0.002754498127
1023	0.002754409092
1024	0.002754320983
1025	0.002754256048
1026	0.002754111477
1027	0.002754044956
1028	0.002754001151
1029	0.002753886338
1030	0.00275379873
1031	0.002753727936
1032	0.002753633147
1033	0.002753600453
1034	0.002753481931
1035	0.002753431297
1036	0.002753383902
1037	0.002753316924
1038	0.002753124605
1039	0.002753020642
1040	0.002752947942
1041	0.002752823658
1042	0.002752724717
1043	0.002752590367
1044	0.002752337913
1045	0.002752278653
1046	0.002752235825
1047	0.002752169868
1048	0.002752087221
1049	0.002752033287
1050	0.002751958989
1051	0.002751567775
1052	0.002751448369
1053	0.002751235779
1054	0.00275107855
1055	0.002750859954
1056	0.002750732837
1057	0.002750646643
1058	0.002750418028
1059	0.002750356273
1060	0.002750277309
1061	0.002750188212
1062	0.002750092987
1063	0.002750002009
1064	0.002749943223
1065	0.002749687854
1066	0.002749639604
1067	0.002749571779
1068	0.002749393518
1069	0.002749318832
1070	0.002749285334
1071	0.002749222065
1072	0.002749179384
1073	0.002749094364
1074	0.002748898633
1075	0.002748847691
1076	0.002748762349
1077	0.002748685149
1078	0.002748547162
1079	0.002748456948
1080	0.002748268634
1081	0.002748159597
1082	0.00274811533
1083	0.002748068416
1084	0.002747976579
1085	0.002747903211
1086	0.002747840209
1087	0.002747732359
1088	0.002747628772
1089	0.002747534961
1090	0.002747472534
1091	0.002747391841
1092	0.002747220964
1093	0.002747180596
1094	0.002747093629
1095	0.002746834867
1096	0.002746497944
1097	0.002746321299
1098	0.002746213772
1099	0.002746152356
1100	0.00274608062
1101	0.002745902127
1102	0.002745768488
1103	0.002745705462
1104	0.002745642429
1105	0.002745589557
1106	0.002745508661
1107	0.002745433326
1108	0.002745336878
1109	0.00274522755
1110	0.002745152063
1111	0.002745085483
1112	0.00274501785
1113	0.002744832803
1114	0.002744730181
1115	0.002744564836
1116	0.002744491559
1117	0.002744373741
1118	0.002744266088
1119	0.002744167714
1120	0.002744030164
1121	0.002743994486
1122	0.002743948259
1123	0.00274388321
1124	0.002743808208
1125	0.002743723866
1126	0.002743612996
1127	0.002743546416
1128	0.002743497427
1129	0.002743466228
1130	0.002743328393
1131	0.002743229131
1132	0.00274316187
1133	0.00274307748
1134	0.002742892995
1135	0.002742817968
1136	0.002742732551
1137	0.002742657586
1138	0.002742583809
1139	0.002742489464
1140	0.002742386221
1141	0.002742299728
1142	0.002742234083
1143	0.00274217694
1144	0.002742032381
1145	0.00274194733
1146	0.002741853134
1147	0.002741804453
1148	0.002741691967
1149	0.002741594343
1150	0.002741524948
1151	0.002741393112
1152	0.002741328294
1153	0.002741258005
1154	0.002741175445
1155	0.00274108979
1156	0.002741034336
1157	0.002740948641
1158	0.002740875144
1159	0.002740704265
1160	0.002740617319
1161	0.002740565832
1162	0.002740483886
1163	0.002740418778
1164	0.002740362415
1165	0.00274020223
1166	0.002740107902
1167	0.002739990745
1168	0.002739888971
1169	0.002739785357
1170	0.002739680432
1171	0.002739514468
1172	0.002739350915
1173	0.002739124254
1174	0.002739041038
1175	0.00273894611
1176	0.002738892573
1177	0.002738707521
1178	0.00273863666
1179	0.002738499369
1180	0.002738344708
1181	0.002738226502
1182	0.002737997552
1183	0.002737883219
1184	0.002737692407
1185	0.002737524404
1186	0.002737295023
1187	0.002737203512
1188	0.002737137426
1189	0.00273703051
1190	0.0027369739
1191	0.002736939308
1192	0.002736843857
1193	0.002736756009
1194	0.002736602208
1195	0.002736539853
1196	0.002736466431
1197	0.002736342289
1198	0.002736273726
1199	0.002736233185
